1,1926,499.30,156.21,33.34,76.36,1,-1,-1,-1
1,1925,252.78,207.73,35.81,96.64,1,-1,-1,-1
1,1924,649.44,231.50,44.42,86.13,1,-1,-1,-1
2,1926,498.07,154.94,31.49,76.81,1,-1,-1,-1
2,1925,253.63,220.32,40.17,88.38,1,-1,-1,-1
2,1924,633.88,246.10,42.73,78.55,1,-1,-1,-1
3,1926,497.12,158.55,31.34,77.57,1,-1,-1,-1
3,1925,257.69,215.21,43.19,89.28,1,-1,-1,-1
3,1924,623.80,251.74,36.10,70.51,1,-1,-1,-1
4,1926,491.68,157.75,33.32,79.35,1,-1,-1,-1
4,1925,271.01,214.33,40.78,90.22,1,-1,-1,-1
4,1924,612.69,243.80,38.38,73.58,1,-1,-1,-1
5,1926,486.54,157.30,36.06,85.24,1,-1,-1,-1
5,1925,282.41,203.93,39.68,93.69,1,-1,-1,-1
5,1924,602.49,240.69,45.57,81.06,1,-1,-1,-1
6,1926,484.01,158.20,35.15,81.06,1,-1,-1,-1
6,1925,281.59,200.79,38.38,91.29,1,-1,-1,-1
6,1924,596.37,237.88,47.30,86.56,1,-1,-1,-1
7,1926,476.84,157.11,43.87,87.88,1,-1,-1,-1
7,1925,288.21,205.65,39.08,91.68,1,-1,-1,-1
7,1924,587.15,238.51,42.77,82.27,1,-1,-1,-1
8,1926,474.89,161.57,40.41,83.04,1,-1,-1,-1
8,1925,296.64,204.94,40.02,91.88,1,-1,-1,-1
8,1924,576.68,239.16,41.74,81.37,1,-1,-1,-1
9,1926,468.71,160.89,37.55,80.96,1,-1,-1,-1
9,1925,294.37,202.18,40.96,90.99,1,-1,-1,-1
9,1924,568.58,237.78,40.15,81.46,1,-1,-1,-1
10,1926,467.57,162.71,37.83,79.12,1,-1,-1,-1
10,1925,300.24,205.52,40.63,90.64,1,-1,-1,-1
10,1924,560.37,234.77,47.98,86.17,1,-1,-1,-1
11,1926,465.80,166.10,37.43,77.75,1,-1,-1,-1
11,1925,304.38,200.90,47.13,97.96,1,-1,-1,-1
11,1924,545.21,236.25,44.67,83.90,1,-1,-1,-1
12,1926,459.36,168.47,36.56,77.52,1,-1,-1,-1
12,1925,311.96,200.29,49.94,94.82,1,-1,-1,-1
12,1924,533.57,238.14,42.55,81.74,1,-1,-1,-1
13,1926,457.30,171.41,35.59,76.86,1,-1,-1,-1
13,1925,322.13,198.27,47.90,91.46,1,-1,-1,-1
13,1924,521.52,237.19,45.95,84.29,1,-1,-1,-1
14,1926,451.70,174.37,34.50,78.15,1,-1,-1,-1
14,1925,328.80,197.11,42.99,85.74,1,-1,-1,-1
14,1924,511.47,234.83,46.09,83.72,1,-1,-1,-1
15,1927,720.45,282.63,43.69,129.12,1,-1,-1,-1
15,1926,444.55,172.20,34.08,77.97,1,-1,-1,-1
15,1925,331.95,195.90,41.93,83.52,1,-1,-1,-1
15,1924,503.34,234.66,42.19,82.21,1,-1,-1,-1
16,1927,713.19,275.33,50.29,132.84,1,-1,-1,-1
16,1926,436.65,169.40,34.72,79.24,1,-1,-1,-1
16,1925,338.34,196.66,41.00,82.54,1,-1,-1,-1
16,1924,491.49,231.60,38.38,79.14,1,-1,-1,-1
17,1927,709.87,270.81,51.90,132.50,1,-1,-1,-1
17,1926,431.06,169.81,37.04,78.87,1,-1,-1,-1
17,1925,340.08,201.46,42.83,86.57,1,-1,-1,-1
17,1924,484.86,236.42,41.15,82.96,1,-1,-1,-1
