1,6068,540.56,201.68,30.20,30.73,1,-1,-1,-1
1,6067,171.10,201.13,44.60,148.00,1,-1,-1,-1
1,6066,269.81,200.42,115.99,186.10,1,-1,-1,-1
1,6065,391.51,173.97,151.90,240.00,1,-1,-1,-1
1,6064,201.76,203.25,57.15,142.52,1,-1,-1,-1
1,6063,131.39,192.87,79.04,167.92,1,-1,-1,-1
1,6062,57.77,148.55,95.56,285.73,1,-1,-1,-1
2,6068,540.29,202.20,29.76,29.37,1,-1,-1,-1
2,6067,178.48,201.95,46.17,151.07,1,-1,-1,-1
2,6066,267.07,196.88,113.47,186.94,1,-1,-1,-1
2,6065,394.01,178.43,153.30,237.03,1,-1,-1,-1
2,6064,205.42,205.37,52.10,138.36,1,-1,-1,-1
2,6063,138.69,197.77,71.03,162.66,1,-1,-1,-1
2,6062,66.27,150.86,97.40,290.40,1,-1,-1,-1
3,6069,128.75,168.67,64.06,228.21,1,-1,-1,-1
3,6068,539.89,201.71,30.45,30.27,1,-1,-1,-1
3,6067,181.13,199.09,50.90,155.16,1,-1,-1,-1
3,6066,265.69,200.01,104.72,177.77,1,-1,-1,-1
3,6065,397.26,179.00,156.38,237.44,1,-1,-1,-1
3,6064,213.50,208.46,44.18,129.95,1,-1,-1,-1
3,6063,143.13,199.94,63.85,159.40,1,-1,-1,-1
3,6062,75.86,148.05,110.64,299.14,1,-1,-1,-1
4,6067,184.09,200.92,52.21,153.45,1,-1,-1,-1
4,6066,262.31,199.62,95.77,174.10,1,-1,-1,-1
4,6065,403.07,180.26,154.02,236.35,1,-1,-1,-1
4,6064,223.92,209.20,39.87,127.63,1,-1,-1,-1
4,6063,150.21,199.58,55.80,155.11,1,-1,-1,-1
4,6062,80.15,148.92,125.61,301.98,1,-1,-1,-1
5,6067,188.66,201.54,53.01,152.71,1,-1,-1,-1
5,6066,259.75,200.45,85.25,170.92,1,-1,-1,-1
5,6065,409.27,181.11,148.05,232.70,1,-1,-1,-1
5,6064,230.18,208.61,38.32,127.76,1,-1,-1,-1
5,6063,158.99,205.25,50.05,149.27,1,-1,-1,-1
5,6062,81.33,151.73,137.66,300.34,1,-1,-1,-1
6,6067,191.64,201.58,54.52,153.27,1,-1,-1,-1
6,6066,257.35,201.42,73.77,167.15,1,-1,-1,-1
6,6065,421.78,182.84,136.26,227.28,1,-1,-1,-1
6,6064,234.27,207.16,38.11,130.75,1,-1,-1,-1
6,6063,154.67,186.05,54.68,164.72,1,-1,-1,-1
6,6062,81.28,152.43,147.40,300.74,1,-1,-1,-1
7,6067,191.85,199.04,56.55,155.49,1,-1,-1,-1
7,6066,248.63,202.71,66.29,164.99,1,-1,-1,-1
7,6065,435.07,183.82,124.21,224.14,1,-1,-1,-1
7,6064,235.55,208.10,36.59,129.86,1,-1,-1,-1
7,6063,153.45,174.15,59.68,174.99,1,-1,-1,-1
7,6062,78.55,152.21,152.62,292.96,1,-1,-1,-1
8,6067,197.59,202.32,52.20,150.14,1,-1,-1,-1
8,6066,245.03,200.93,61.13,166.44,1,-1,-1,-1
8,6065,451.32,184.25,110.21,220.46,1,-1,-1,-1
8,6063,156.17,172.98,63.44,187.16,1,-1,-1,-1
8,6062,83.41,154.83,155.61,293.51,1,-1,-1,-1
9,6067,202.55,206.85,46.25,144.50,1,-1,-1,-1
9,6066,242.68,198.38,62.32,171.82,1,-1,-1,-1
9,6065,468.78,185.61,94.77,214.43,1,-1,-1,-1
9,6063,139.50,167.37,75.00,206.87,1,-1,-1,-1
9,6062,88.18,156.84,154.58,292.04,1,-1,-1,-1
10,6067,207.63,206.87,41.22,140.78,1,-1,-1,-1
10,6066,234.01,196.29,68.41,180.24,1,-1,-1,-1
10,6065,476.81,186.88,85.87,213.11,1,-1,-1,-1
10,6063,141.31,165.00,79.79,210.61,1,-1,-1,-1
10,6062,102.26,156.58,147.29,288.85,1,-1,-1,-1
11,6066,227.60,193.67,72.44,185.50,1,-1,-1,-1
11,6065,489.60,186.63,81.54,214.63,1,-1,-1,-1
11,6062,111.46,155.69,139.67,287.27,1,-1,-1,-1
12,6066,225.19,194.10,72.28,185.08,1,-1,-1,-1
12,6065,505.27,181.62,88.24,224.57,1,-1,-1,-1
12,6062,125.62,155.43,130.15,285.71,1,-1,-1,-1
13,6066,225.60,192.96,70.53,185.22,1,-1,-1,-1
13,6065,514.47,179.13,97.62,231.03,1,-1,-1,-1
13,6062,142.67,153.27,119.25,282.49,1,-1,-1,-1
14,6077,268.00,207.33,51.39,136.81,1,-1,-1,-1
14,6066,196.99,174.12,88.04,221.90,1,-1,-1,-1
14,6065,516.02,177.85,106.09,234.73,1,-1,-1,-1
14,6062,151.66,146.44,103.03,258.28,1,-1,-1,-1
15,6077,271.75,206.37,49.54,136.34,1,-1,-1,-1
15,6066,189.54,165.19,93.99,242.00,1,-1,-1,-1
15,6065,517.73,176.07,113.19,239.19,1,-1,-1,-1
15,6062,164.41,150.14,93.56,241.20,1,-1,-1,-1
16,6077,281.15,207.42,44.16,132.12,1,-1,-1,-1
16,6066,186.12,162.71,95.36,257.31,1,-1,-1,-1
16,6065,518.34,174.52,118.04,243.22,1,-1,-1,-1
16,6062,172.17,157.64,85.19,229.84,1,-1,-1,-1
17,6077,288.43,207.51,40.98,131.22,1,-1,-1,-1
17,6066,188.03,161.69,96.29,268.81,1,-1,-1,-1
17,6065,518.55,174.48,120.82,245.82,1,-1,-1,-1
17,6062,173.86,165.37,75.36,217.69,1,-1,-1,-1
18,6077,295.16,207.12,40.55,132.69,1,-1,-1,-1
18,6066,197.27,160.01,105.52,279.96,1,-1,-1,-1
18,6065,517.95,174.76,122.74,246.74,1,-1,-1,-1
18,6062,173.34,177.71,65.12,204.57,1,-1,-1,-1
19,6077,299.99,204.29,46.77,139.48,1,-1,-1,-1
19,6066,201.10,159.34,119.04,287.28,1,-1,-1,-1
19,6065,522.62,177.44,120.65,245.56,1,-1,-1,-1
19,6062,175.37,185.10,58.92,194.89,1,-1,-1,-1
20,6077,303.55,201.62,54.20,145.10,1,-1,-1,-1
20,6066,204.22,156.57,129.69,292.77,1,-1,-1,-1
20,6065,528.18,176.35,116.99,246.51,1,-1,-1,-1
20,6062,174.86,189.11,55.10,189.09,1,-1,-1,-1
21,6077,306.06,201.12,60.99,148.05,1,-1,-1,-1
21,6066,202.64,153.72,135.85,295.11,1,-1,-1,-1
21,6065,537.13,176.78,110.28,246.29,1,-1,-1,-1
21,6062,171.45,191.07,55.54,186.17,1,-1,-1,-1
22,6077,309.81,201.48,64.24,149.99,1,-1,-1,-1
22,6066,203.56,154.48,141.33,296.83,1,-1,-1,-1
22,6065,549.12,174.87,100.87,247.34,1,-1,-1,-1
22,6062,160.55,190.68,55.70,184.63,1,-1,-1,-1
23,6077,311.40,203.24,67.99,152.64,1,-1,-1,-1
23,6066,211.23,155.06,147.75,299.21,1,-1,-1,-1
23,6065,563.18,174.73,88.65,246.34,1,-1,-1,-1
23,6062,153.77,192.55,54.72,182.61,1,-1,-1,-1
