1,5963,253.01,218.65,29.50,89.14,1,-1,-1,-1
1,5962,500.99,156.16,28.71,77.40,1,-1,-1,-1
1,5961,639.46,240.84,43.64,81.42,1,-1,-1,-1
2,5963,258.01,213.63,41.10,97.87,1,-1,-1,-1
2,5962,499.07,157.15,31.01,77.92,1,-1,-1,-1
2,5961,634.14,241.60,47.21,81.13,1,-1,-1,-1
3,5963,258.82,213.61,47.50,98.90,1,-1,-1,-1
3,5962,497.29,158.41,32.02,79.17,1,-1,-1,-1
3,5961,632.10,242.65,43.61,76.99,1,-1,-1,-1
4,5963,269.18,213.64,41.78,90.89,1,-1,-1,-1
4,5962,493.99,159.90,30.40,78.42,1,-1,-1,-1
4,5961,617.59,244.46,38.03,75.77,1,-1,-1,-1
5,5963,277.79,213.07,39.23,88.35,1,-1,-1,-1
5,5962,492.51,162.14,27.19,75.48,1,-1,-1,-1
5,5961,601.58,241.79,43.47,81.18,1,-1,-1,-1
6,5963,282.42,211.27,39.89,89.57,1,-1,-1,-1
6,5962,487.45,163.47,27.46,76.29,1,-1,-1,-1
6,5961,591.77,241.59,47.41,83.02,1,-1,-1,-1
7,5963,286.85,210.27,41.13,90.87,1,-1,-1,-1
7,5962,484.22,164.30,27.96,76.99,1,-1,-1,-1
7,5961,586.69,240.66,44.63,82.26,1,-1,-1,-1
8,5963,291.66,210.12,41.23,91.05,1,-1,-1,-1
8,5962,482.47,164.46,27.75,77.88,1,-1,-1,-1
8,5961,580.91,241.32,36.63,78.68,1,-1,-1,-1
9,5963,298.08,210.37,37.90,88.15,1,-1,-1,-1
9,5962,478.56,164.05,28.02,78.83,1,-1,-1,-1
9,5961,571.40,240.86,34.49,80.02,1,-1,-1,-1
10,5963,305.46,209.25,34.49,85.89,1,-1,-1,-1
10,5962,473.58,164.22,29.20,79.45,1,-1,-1,-1
10,5961,560.35,239.98,38.41,82.96,1,-1,-1,-1
11,5963,315.44,206.54,35.63,86.09,1,-1,-1,-1
11,5962,467.31,165.22,32.81,81.22,1,-1,-1,-1
11,5961,549.77,239.42,36.36,82.17,1,-1,-1,-1
12,5963,320.40,205.06,36.34,86.22,1,-1,-1,-1
12,5962,462.41,165.95,33.94,80.93,1,-1,-1,-1
12,5961,540.43,240.09,31.50,81.29,1,-1,-1,-1
13,5963,324.44,203.71,35.96,86.02,1,-1,-1,-1
13,5962,460.01,167.55,31.01,80.32,1,-1,-1,-1
13,5961,528.03,238.14,33.65,84.61,1,-1,-1,-1
14,5963,332.45,201.39,34.77,85.01,1,-1,-1,-1
14,5962,451.89,169.88,30.15,79.42,1,-1,-1,-1
14,5961,515.08,236.80,36.70,86.57,1,-1,-1,-1
15,5965,722.26,282.78,42.83,129.68,1,-1,-1,-1
15,5963,336.87,199.36,35.13,85.74,1,-1,-1,-1
15,5962,444.67,171.78,32.54,79.05,1,-1,-1,-1
